id,trigger,conditions,script,text,options,notes
gaKAGargoyle2Greeting2,DialogOptionSelected,$option == gaKA_gargoyle2Greeting2,FireAll GAKAGargoyleHub,"""Capitão, você precisa me levar em seu navio e me tirar daqui. Eles sabem onde estou. Eu realmente consegui desta vez, é incrível."" Gargoyle solta uma risada nervosa, ""O maior roubo de dados desde a Segunda Guerra da IA!"" O hacker parece perceber a gravidade desta afirmação: ""Eu acho que eles estão muito, muito, extremamente, totalmente infelizes desta vez. Não é seguro. Leve-me para... para a Academia Galácia? Anahita pode me esconder, certo? Depois de tudo que fiz, ela precisa fazer isso.""",,
gaKAGargoyle2WhoIsAfterYou,GAKAGargoyleHub,!$askedWho,,,"gaKA_gargoyleWhoIsAfterYou:""Espere, quem está atrás de você?""",
gaKAGargoyle2DoYouHaveArchive,GAKAGargoyleHub,!$askedDoYouHave,,,"gaKA_gargoyleDoYouHave:""Você tem o Arquivo Kallichore?""",
gaKAGargoyle2WhatIfIJustLeaveYou,GAKAGargoyleHub,!$askedWhatIf,,,"gaKA_gargoyleWhatIf:""E se eu deixar você aqui?""",
gaKAGargoyle2OrderAShuttle,GAKAGargoyleHub,,,,gaKA_gargoyleOrderShuttle:Solicite um ônibus para pegar o Gárgula,
gaKAGargoyle2WhoIsAfterYouSel,DialogOptionSelected,$option == gaKA_gargoyleWhoIsAfterYou,"$askedWho = true 0
FireAll GAKAGargoyleHub","""Só- eu- todo mundo!"" ""Deixe-me contar meus novos amigos"", Gargoyle começa a contar os dedos, ""A Hegemonia para começar, quem quer que a COMSEC pense em enviar. Espero que uma expedição oficial cause um incidente diplomático, então provavelmente capangas sombrios e divertidos com armas entrarão furtivamente para tentar para me matar. Em seguida, Tri-Tachyon, pelo menos quando eles forem avisados pela resposta desajeitada da Hegemonia. E os Pathers, não podem esquecê-los. A Hegemonia vaza como uma peneira para todos os pequenos Ludders e eles vão simplesmente amar tudo sobre isso."" ""Deixe-me resumir para você, meu bom capitão: dentro de, ah, dois ou três turnos, este lugar estará no fogo cruzado de um evento de criticidade interfacional e cada segundo espaçador que comprar macarrão no saguão será um assassino ou espião. """,,
gaKAGargoyle2DoYouHaveArchiveSel,DialogOptionSelected,$option == gaKA_gargoyleDoYouHave,"$askedDoYouHave = true 0
FireAll GAKAGargoyleHub","""Não há tempo para isso! Mas-"" Gargoyle sorri para você, ""Eu vejo o que você está tentando. Não se preocupe, eu tenho tudo bem trancado e seguro, criptografado com meu próprio suco especial e com backup fora do local. Seria necessário um Alpha Core para liberá-lo, e isso levaria tempo. Se você soubesse onde procurar. E você não sabe. "" ""A professora Anahita não terá tanto tempo se eu contar tudo o que vocês fizeram juntos para a grande e má Hegemonia. Então, onde está minha nave?""",,
gaKAGargoyle2WhatIfIJustLeaveYouSel,DialogOptionSelected,$option == gaKA_gargoyleWhatIf,"$askedWhatIf = true 0
FireAll GAKAGargoyleHub","voz de Gargoyle fica fria. ""Então você não terá seu precioso arquivo de dados, Capitão $playerName. Porque eu o tenho trancado de forma segura e segura, e backups fora do local. A propósito, você não acreditaria no que tenho sobre Rayan Arroyo, em sua chefe Anahita Baird, em todos os tipos de pessoas! Até você, meu querido capitão. O Alto Hegemon terá um ataque quando observar você me pedindo para hackear seu precioso ministério de supressão de tecnologia em canais de notícias de todo o setor. O hacker sorri sem entusiasmo: ""Sou eu ou nada, capitão.""",,
gaKAGargoyle2OrderAShuttleSel,DialogOptionSelected,$option == gaKA_gargoyleOrderShuttle,"$global.gaKA_returnToAcademy = true
Call $global.gaKA_ref updateStage","Gargoyle acena com a cabeça: ""É assim, capitão. Vou recolher meus brinquedos."" Seu ônibus entra e sai sem quaisquer perguntas suspeitas do controle de tráfego; eles ainda não sabem o que está acontecendo. Provavelmente. Você ordena que Gárgula seja confinado em alojamentos bem longe da ponte e que seu oficial de comunicação fique atento a qualquer coisa suspeita. ""Capitão"", seu oficial tático chama sua atenção, ""Frota hegemônica chegando."" Hora de ir.",gaKA_gargoyleOrderShuttle2:Continuar,
gaKAGargoyle2OrderAShuttleSel2,DialogOptionSelected,$option == gaKA_gargoyleOrderShuttle2,EndConversation NO_CONTINUE,,,
# Conversation with patrol that intercepts you after you leave Magec,,,,,,
gaKAPatrolEncounter,BeginFleetEncounter,"$gaKA_patrol score:1000
!$gaKA_encounteredAlready
Call $global.gaKA_ref updateData","$gaKA_encounteredAlready = true
FleetDesc
HailPlayer",,,
gaKAPatrolOpenComm,OpenCommLink,"$entity.gaKA_patrol score:1000
!$entity.ignorePlayerCommRequests
Call $global.gaKA_ref updateData",$entity.ignorePlayerCommRequests = true,"As comunicações ganham vida para exibir uma Hegemonia $rank olhando para você. ""Capitão de frota independente! Você recebeu ordens de desligar escudos, sistemas de armas e unidades. Você é suspeito de abrigar um criminoso conhecido e de participar de uma conspiração criminosa para violar a segurança de dados da Hegemonia."" $HisOrHer se curva arrogantemente: ""Você será abordado por fuzileiros navais da Hegemonia e seus bancos de dados apreendidos para inspeção. Sua carga será apreendida para inspeção. Você autorizará acesso ilimitado a todos os componentes do seu $shipOrFleet. Você não oferecerá resistência. A hesitação irá será considerado resistência. Insubordinação será considerada resistência. Entregue seus códigos de comando imediatamente.""",gaKA_patrol1:Continuar,
gaKAPatrol1,DialogOptionSelected,$option == gaKA_patrol1,"SetStoryOption gaKA_patrolLie general ""Convinced Hegemony patrol you're not involved the Tech Ministry hack""","Você pisca diante dessas ordens ultrajantes, equivalentes à pirataria interestelar. Até a lei da Hegemonia, do antigo Código Naval de Domínio, lhe concede certos direitos. Você poderia imaginar que este é um $rank excessivamente zeloso e um pouco desonesto na interpretação de pedidos $hisOrHer. Ao refletir sobre isso, você observa o rosto da Hegemonia $rank ficando com um tom mais profundo de vermelho, talvez interpretando sua pausa como ""resistência"". Pode ser difícil sair dessa sem lutar.","gaKA_patrolWarrant:""Estes são termos de inspeção excepcionais. Você tem um mandado?"" 
gaKA_patrolRefuse:""Não aceito esses termos, $rank."" 
gaKA_patrolLie:Saia dessa com uma mentira extravagante 
gaKA_patrolCut:Você não tem tempo para isso, corte as comunicações 
gaKA_patrolWeapons:Aumente as armas",
gaKAPatrolWarrant,DialogOptionSelected,$option == gaKA_patrolWarrant,"SetStoryOption gaKA_patrolLie general ""Convinced Hegemony patrol you're not involved the Tech Ministry hack""","Os olhos da Hegemonia $rank se arregalam. ""Você não está em posição de fazer exigências, capitão"", diz $heOrShe com uma raiva mal reprimida. ""Você desligará todos os sistemas e se submeterá à apreensão e à inspeção. E agora à prisão."" $HisOrHer olhos se estreitam, ""Renda-se agora e posso considerar a clemência. A menos que um indício de insubordinação escape da boca do seu traidor.""","gaKA_patrolRefuse2:""Devo insistir em um mandado legal."" 
gaKA_patrolLie:Saia dessa com uma mentira extravagante 
gaKA_patrolCut:Você não tem tempo para isso, corte as comunicações 
gaKA_patrolWeapons:Ative as armas",
gaKAPatrolRefuse,DialogOptionSelected,$option == gaKA_patrolRefuse,"SetStoryOption gaKA_patrolLie general ""Convinced Hegemony patrol you're not involved the Tech Ministry hack""","Hegemonia $ranks arregalou os olhos. ""Isto não foi uma negociação, capitão"", diz $heOrShe com uma raiva mal reprimida. ""Você desligará todos os sistemas e se submeterá à apreensão e à inspeção. E agora à prisão."" $HisOrHer olhos se estreitam, ""Renda-se agora e posso considerar a clemência. A menos que um indício de insubordinação escape da boca do seu traidor.""","gaKA_patrolRefuse2:""Devo insistir em um mandado legal."" 
gaKA_patrolLie:Saia dessa com uma mentira extravagante 
gaKA_patrolCut:Você não tem tempo para isso, corte as comunicações 
gaKA_patrolWeapons:Ative as armas",
gaKAPatrolRefuse2,DialogOptionSelected,$option == gaKA_patrolRefuse2,"$option = gaKA_patrolWeapons 0
FireBest DialogOptionSelected",,,
gaKAPatrolCut,DialogOptionSelected,$option == gaKA_patrolCut,"EndConversation
MakeOtherFleetLowRepImpact gaKA true
MakeOtherFleetGoAway false
MakeOtherFleetImportant gaKA false","Os olhos da Hegemonia $ranks começam a se arregalar assim que você se desconecta. A imagem fica preta e o grito $hisOrHer se perde na estática moribunda. ""$PlayerSirOrMadam"", relata seu oficial tático, ""Eles estão se movendo para atacar."" Você reflecte por um momento que esta violação grosseira da lei do comércio do Sector sugere que a Hegemonia tem mais probabilidades de encobrir qualquer ""incidente"" que ocorra nos próximos momentos, em vez de minar a sua própria legitimidade legal.",cutCommLink:Corte o link de comunicação,
gaKAPatrolWeapons,DialogOptionSelected,$option == gaKA_patrolWeapons,"EndConversation
MakeOtherFleetLowRepImpact gaKA true
MakeOtherFleetGoAway false
MakeOtherFleetImportant gaKA false","Hegemonia $rank acena com a cabeça: ""Você se revela um sabotador e rebelde"", e então diz com ódio gelado: ""Eu sabia disso desde o início"". As comunicações são desconectadas com um estalo agudo. ""$PlayerSirOrMadam"", relata seu oficial tático, ""Eles estão se movendo para atacar."" Você reflecte por um momento que esta violação grosseira da lei do comércio do Sector sugere que a Hegemonia tem mais probabilidades de encobrir qualquer ""incidente"" que ocorra nos próximos momentos, em vez de minar a sua própria legitimidade legal.",cutCommLink:Corte o link de comunicação,
gaKAPatrolLie,DialogOptionSelected,$option == gaKA_patrolLie,,"Você faz uma saudação rápida. ""$SirOrMadam. Devo relatar um mal-entendido. Estou no comando de um destacamento auxiliar especial em busca de um suspeito de infiltração e sabotador. De acordo com a ordem permanente da HERMES BLACK sobre comunicações comprometidas e/ou fraudulentas, estou operando sem um transponder de Hegemonia ou interligação de hipercomunicações ativas. Os parâmetros de missão fornecidos pelo meu CO permitem a iniciativa independente."" ""$SirOrMadam"", você acrescenta, porque parece a coisa certa a fazer.",gaKA_patrolLie2:Continuar,
gaKAPatrolLie2,DialogOptionSelected,$option == gaKA_patrolLie2,,"$HeOrShe parece cético enquanto você recita com confiança o jargão da Hegemonia que parece legítimo. A Hegemonia $rank olha para você e pergunta: ""Sob que autoridade você opera, capitão? Quem é o seu comandante?"" Sem hesitação agora.","gaKA_patrolLie3:""Almirante Orcus Rao, comando da frota Ragnar.""",
gaKAPatrolLie3,DialogOptionSelected,$option == gaKA_patrolLie3,,"A face da Hegemonia $rank não muda. É hora da cereja no topo. ""Ele ativou minha frota como auxiliar militar sob os protocolos de Chicomoztoc"", você explica. ""Tive que deixar uma carga inteira de transplutônicos nas docas de Raesvelg."" ""$SirOrMadam"", você adiciona novamente.",gaKA_patrolLie4:Continuar,
gaKAPatrolLie4,DialogOptionSelected,$option == gaKA_patrolLie4,,"Isso parece funcionar. A postura do $rank suaviza quase imperceptivelmente. ""O almirante Rao sempre forçou os limites, não foi? Isso é altamente irregular, capitão, e irei reportá-lo. Mas."" $HisOrHer queixo levanta um centímetro, ""Os profissionais vão assumir essa perseguição. Transmita o último contato e o curso que você observou do alvo."" Você tenta parecer adequadamente desapontado enquanto silenciosamente ordena que seus oficiais de navegação e comunicação apresentem algo plausível. Eles improvisam com uma velocidade admirável, e você vê $Rank $personLastName olhando para o console $hisOrHer, satisfeito.","gaKA_patrolLie5:""Boa caçada. $SirOrMadam.""",
gaKAPatrolLie5,DialogOptionSelected,$option == gaKA_patrolLie5,"MakeOtherFleetHostile gaKA false
MakeOtherFleetGoAway true
MakeOtherFleetImportant gaKA false
EndConversation","""De fato"", diz $HeOrShe. ""Apresente um relatório ao almirante Rao e sugira que ele não cometa tanta bagunça nas operações padrão, insistindo em ser muito inteligente pela metade."" $HeOrShe encerra a comunicação sem saudação. Você quase se sente ofendido. Então você reflete por um momento sobre seu bom senso em prestar meia atenção a alguns dos documentos de propaganda da Hegemonia que tocam nos bares do porto em noites lentas.",cutCommLink:Corte o link de comunicação,
,,,,,,
# Returned to the Academy with Gargoyle and archive,,,,,,
gaKAReturnToAcademy,OpenInteractionDialog,$market.gaKA_returnHere score:2000,"$global.foundGargoyle = true
ShowDefaultVisual","Seu $shipOrFleet é interrompido no meio de uma sequência de aproximação padrão; em vez da conversa habitual de controle de tráfego, seu carro-chefe recebe uma solicitação de comunicação diretamente do escritório do Reitor. ""Capitão"", relata seu oficial de comunicação, ""ela quer falar com você"".",gaKA_return1:Continuar,
gaKAReturnToAcademy1,DialogOptionSelected,$option == gaKA_return1,ShowPersonVisual false baird,"imagem da Reitora Anahita Baird aparece. ""Traga sua 'carga especial' de ônibus"", diz ela, ""diretamente para este porto de atracação"". Um sinal sonoro sinaliza o recebimento de instruções de navegação e códigos de ancoragem. ""Estarei esperando."" A linha de comunicação é cortada.",gaKA_return2:Continuar,
gaKAReturnToAcademy2,DialogOptionSelected,$option == gaKA_return2,,"Você sai do ônibus espacial, os propulsores clicando enquanto esfriam, com Gargoyle a reboque. A enxurrada de perguntas, sugestões e praticidade do hacker em relação a qualquer painel de controle ou gadget ao seu alcance deixa você no limite da sua paciência depois de apenas uma breve viagem de ônibus. Como prometido, o Reitor Baird está esperando com um pequeno grupo de guardas mascarados e conselheiros seniores. ""Então este é Gárgula"", ela diz.",gaKA_return3:Continuar,
gaKAReturnToAcademy3,DialogOptionSelected,$option == gaKA_return3,ShowSecondPerson gargoyle,"""Anahita, finalmente nos encontramos!"" Gárgula se curva grandiosamente. ""Estou honrado em aceitar seu convite para lecionar na Academia Galácia"", então se endireita e sorri amplamente, olhando ao redor. ""Qual será o meu currículo, hmm? Festas excelentes, teatro de segurança, talvez um relato pessoal dos eventos obscenos que levaram à Terceira Guerra da IA?"" Baird sorri tristemente e depois faz um gesto para que alguém de seu grupo avance.",gaKA_return4:Continuar,
